Project name,Period,CAPEX annuity,Additional OPEX,cost_Biomass,cost_DRI-Pellets,cost_Electricity,cost_Hydrogen,Effective CO2 Price,CAPEX annuity_ref,Additional OPEX_ref,cost_Coking Coal_ref,cost_Injection Coal_ref,cost_Iron Ore_ref,cost_Natural Gas_ref,cost_Scrap Steel_ref,Effective CO2 Price_ref
Scrap0_DRI100,2025,36.69593433956495,42.95180722891566,3.487951807228916,149.36144578313255,40.47228915662651,296.7831325301205,-95.24809337349397,15.068378835087055,34.81927710843374,57.83132530120482,24.578313253012052,75.49542168674698,4.91566265060241,31.155421686746987,26.700513253012044
Scrap0_DRI100,2030,36.69593433956495,42.95180722891566,3.1228915662650607,149.36144578313255,30.559036144578315,219.67771084337352,-64.42590361445784,15.068378835087055,34.81927710843374,57.83132530120482,24.578313253012052,74.33987951807228,2.334939759036145,29.793373493975906,100.79156626506024
Scrap0_DRI100,2035,36.69593433956495,42.95180722891566,2.7578313253012046,149.36144578313255,30.681927710843382,187.67168674698797,6.900602409638554,15.068378835087055,34.81927710843374,57.83132530120482,24.578313253012052,73.1843373493976,2.2427710843373494,29.793373493975906,224.37998795180724
Scrap0_DRI100,2040,36.69593433956495,42.95180722891566,2.3927710843373493,149.36144578313255,30.681927710843382,155.1807228915663,9.036144578313253,15.068378835087055,34.81927710843374,57.83132530120482,24.578313253012052,73.1843373493976,2.1403614457831326,29.793373493975906,294.03614457831327
Scrap0_DRI100,2045,36.69593433956495,42.95180722891566,2.027710843373494,149.36144578313255,30.681927710843382,146.9367469879518,11.527409638554218,15.068378835087055,34.81927710843374,57.83132530120482,24.578313253012052,73.1843373493976,2.037951807228916,29.793373493975906,375.4016222891566
